id,name,full_name,set,price,trade_in_price,max_cards,in_stock,qualities
143922,Rakdos Charm,Rakdos Charm,Duskmourn: House of Horror Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143948,Talisman of Resilience,Talisman of Resilience,Duskmourn: House of Horror Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143762,Moon-Blessed Cleric,Moon-Blessed Cleric,Duskmourn: House of Horror Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143942,Orzhov Signet,Orzhov Signet,Duskmourn: House of Horror Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143941,Mind Stone,Mind Stone,Duskmourn: House of Horror Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143954,Azorius Chancery,Azorius Chancery,Duskmourn: House of Horror Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143972,Golgari Rot Farm,Golgari Rot Farm,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143998,Tainted Wood,Tainted Wood,Duskmourn: House of Horror Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143991,Simic Growth Chamber,Simic Growth Chamber,Duskmourn: House of Horror Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143943,Rakdos Signet,Rakdos Signet,Duskmourn: House of Horror Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143819,Retreat to Coralhelm,Retreat to Coralhelm,Duskmourn: House of Horror Commander,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143912,Grisly Salvage,Grisly Salvage,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143781,Growth Spiral,Growth Spiral,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143815,Otherworldly Gaze,Otherworldly Gaze,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143984,Obscura Storefront,Obscura Storefront,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143789,Command Tower,Command Tower,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143770,Blood Seeker,Blood Seeker,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143909,Eureka Moment,Eureka Moment,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143847,Read the Bones,Read the Bones,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143876,Harrow,Harrow,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143975,Halimar Depths,Halimar Depths,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143971,Geothermal Bog,Geothermal Bog,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
143771,Feed the Swarm,Feed the Swarm,Duskmourn: House of Horror Commander,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
100760,Scute Swarm,Scute Swarm (Foil) (Prerelease),Zendikar Rising Promos,120,65,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
100708,Leyline Tyrant,Leyline Tyrant (Foil) (Prerelease),Zendikar Rising Promos,90,50,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
100828,Cragcrown Pathway // Timbercrown Pathway,Cragcrown Pathway // Timbercrown Pathway (Foil) (Prerelease),Zendikar Rising Promos,90,45,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
100754,Lotus Cobra,Lotus Cobra (Foil) (Prerelease),Zendikar Rising Promos,80,40,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
100707,Leyline Tyrant,Leyline Tyrant (Foil),Zendikar Rising Promos,70,35,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
100730,Felidar Retreat,Felidar Retreat (Foil) (Prerelease),Zendikar Rising Promos,60,30,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
100723,Roiling Vortex,Roiling Vortex (Foil) (Prerelease),Zendikar Rising Promos,40,20,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
100711,Magmatic Channeler,Magmatic Channeler (Foil) (Prerelease),Zendikar Rising Promos,40,20,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
100806,"Zagras, Thief of Heartbeats","Zagras, Thief of Heartbeats (Foil) (Prerelease)",Zendikar Rising Promos,20,10,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
100692,Shadows' Verdict,Shadows' Verdict (Foil) (Prerelease),Zendikar Rising Promos,15,8,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
144194,Scythecat Cub,Scythecat Cub,Foundations Jumpstart,550,300,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
147283,Kodama of the West Tree,Kodama of the West Tree,Foundations Jumpstart,260,140,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
144228,"Evereth, Viceroy of Plunder","Evereth, Viceroy of Plunder",Foundations Jumpstart,200,110,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
147939,Ancient Greenwarden,Ancient Greenwarden,Foundations Jumpstart,120,60,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
144242,"General Kreat, the Boltbringer","General Kreat, the Boltbringer",Foundations Jumpstart,120,60,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
144222,"Pol Jamaar, Illusionist","Pol Jamaar, Illusionist",Foundations Jumpstart,70,35,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
71173,Cabal Coffers,Cabal Coffers (Foil),Torment,1700,1000,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
54366,Grim Lavamancer,Grim Lavamancer (Foil),Torment,1000,600,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
11381,Cabal Coffers,Cabal Coffers,Torment,380,200,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
126659,Ambassador Laquatus,Ambassador Laquatus (Foil),Torment,230,130,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
11293,Cabal Ritual,Cabal Ritual,Torment,160,85,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11308,Insidious Dreams,Insidious Dreams,Torment,150,80,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11378,Parallel Evolution,Parallel Evolution,Torment,140,70,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11299,Chainer's Edict,Chainer's Edict,Torment,100,50,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11342,Grim Lavamancer,Grim Lavamancer,Torment,80,40,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11298,"Chainer, Dementia Master","Chainer, Dementia Master",Torment,60,30,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
61609,Radiate,Radiate (Foil),Torment,60,40,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
11275,Circular Logic,Circular Logic,Torment,60,30,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11383,Tainted Isle,Tainted Isle,Torment,50,25,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11301,Dawn of the Dead,Dawn of the Dead,Torment,50,25,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11315,Mutilate,Mutilate,Torment,40,20,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11322,Sengir Vampire,Sengir Vampire,Torment,40,20,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
69607,Insist,Insist (Foil),Torment,40,20,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
11382,Tainted Field,Tainted Field,Torment,40,20,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11384,Tainted Peak,Tainted Peak,Torment,40,20,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11307,Ichorid,Ichorid,Torment,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11337,Devastating Dreams,Devastating Dreams,Torment,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11346,Overmaster,Overmaster,Torment,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
75468,Hell-Bent Raider,Hell-Bent Raider (Foil),Torment,30,15,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
11265,Ambassador Laquatus,Ambassador Laquatus,Torment,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11306,Hypnox,Hypnox,Torment,25,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11243,Angel of Retribution,Angel of Retribution,Torment,25,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11355,Radiate,Radiate,Torment,25,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11362,Arrogant Wurm,Arrogant Wurm,Torment,25,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11291,Turbulent Dreams,Turbulent Dreams,Torment,20,10,-1,1,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11263,Vengeful Dreams,Vengeful Dreams,Torment,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11377,Nostalgic Dreams,Nostalgic Dreams,Torment,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11250,Major Teroh,Major Teroh,Torment,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11324,Shambling Swarm,Shambling Swarm,Torment,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11309,Laquatus's Champion,Laquatus's Champion,Torment,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11368,Gurzigost,Gurzigost,Torment,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11284,"Llawan, Cephalid Empress","Llawan, Cephalid Empress",Torment,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11350,Petradon,Petradon,Torment,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11312,Mind Sludge,Mind Sludge,Torment,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11245,Cleansing Meditation,Cleansing Meditation,Torment,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11270,Cephalid Illusionist,Cephalid Illusionist,Torment,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11288,Retraced Image,Retraced Image,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11373,Nantuko Blightcutter,Nantuko Blightcutter,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11375,Nantuko Cultivator,Nantuko Cultivator,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11279,False Memories,False Memories,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11310,Last Laugh,Last Laugh,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11356,Skullscorch,Skullscorch,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11313,Mortal Combat,Mortal Combat,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11262,Transcendence,Transcendence,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11252,Morningtide,Morningtide,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11369,Insist,Insist,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11264,Alter Reality,Alter Reality,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11273,Cephalid Vandal,Cephalid Vandal,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11333,Balthor the Stout,Balthor the Stout,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11268,Breakthrough,Breakthrough,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11276,Compulsion,Compulsion,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11325,Sickening Dreams,Sickening Dreams,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11278,Deep Analysis,Deep Analysis,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11367,Far Wanderings,Far Wanderings,Torment,15,8,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11343,Hell-Bent Raider,Hell-Bent Raider,Torment,10,5,-1,1,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11361,Anurid Scavenger,Anurid Scavenger,Torment,10,5,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11376,Narcissism,Narcissism,Torment,10,5,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11302,Faceless Butcher,Faceless Butcher,Torment,10,5,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11339,Fiery Temper,Fiery Temper,Torment,10,5,-1,2,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11316,Nantuko Shade,Nantuko Shade,Torment,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11286,Plagiarize,Plagiarize,Torment,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11331,Zombie Trailblazer,Zombie Trailblazer,Torment,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11385,Tainted Wood,Tainted Wood,Torment,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11359,Violent Eruption,Violent Eruption,Torment,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11311,Mesmeric Fiend,Mesmeric Fiend,Torment,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11363,Basking Rootwalla,Basking Rootwalla,Torment,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11319,Putrid Imp,Putrid Imp,Torment,10,5,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11332,Accelerate,Accelerate,Torment,8,4,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11372,Krosan Restorer,Krosan Restorer,Torment,8,4,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11358,Temporary Insanity,Temporary Insanity,Torment,5,2,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11328,Strength of Lunacy,Strength of Lunacy,Torment,5,2,-1,2,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11303,Gloomdrifter,Gloomdrifter,Torment,5,3,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11336,Crazed Firecat,Crazed Firecat,Torment,5,2,-1,1,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11297,Carrion Wurm,Carrion Wurm,Torment,5,3,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11259,Strength of Isolation,Strength of Isolation,Torment,5,2,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11364,Centaur Chieftain,Centaur Chieftain,Torment,5,3,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11314,Mortiphobia,Mortiphobia,Torment,5,3,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11277,Coral Net,Coral Net,Torment,5,3,-1,1,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11321,Restless Dreams,Restless Dreams,Torment,5,1,-1,3,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11246,Equal Treatment,Equal Treatment,Torment,5,2,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11380,Seton's Scout,Seton's Scout,Torment,5,3,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11318,Psychotic Haze,Psychotic Haze,Torment,5,3,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11269,Cephalid Aristocrat,Cephalid Aristocrat,Torment,5,3,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11320,Rancid Earth,Rancid Earth,Torment,5,3,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11360,Acorn Harvest,Acorn Harvest,Torment,5,3,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11296,Carrion Rats,Carrion Rats,Torment,5,3,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11285,Obsessive Search,Obsessive Search,Torment,5,3,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
11323,Shade's Form,Shade's Form,Torment,5,1,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103939,Go-Shintai of Life's Origin,Go-Shintai of Life's Origin (Extended Art),Neon Dynasty Commander,500,250,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
104343,Go-Shintai of Life's Origin,Go-Shintai of Life's Origin (Foil),Neon Dynasty Commander,500,300,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
103910,Go-Shintai of Life's Origin,Go-Shintai of Life's Origin,Neon Dynasty Commander,270,150,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103919,"Yoshimaru, Ever Faithful","Yoshimaru, Ever Faithful (Extended Art)",Neon Dynasty Commander,160,85,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
103905,"Yoshimaru, Ever Faithful","Yoshimaru, Ever Faithful",Neon Dynasty Commander,130,70,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103923,Kappa Cannoneer,Kappa Cannoneer (Extended Art),Neon Dynasty Commander,110,60,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
103921,Cyberdrive Awakener,Cyberdrive Awakener (Extended Art),Neon Dynasty Commander,110,60,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
103885,Cyberdrive Awakener,Cyberdrive Awakener,Neon Dynasty Commander,100,50,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103883,Swift Reconfiguration,Swift Reconfiguration,Neon Dynasty Commander,80,40,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103879,Drumbellower,Drumbellower,Neon Dynasty Commander,80,50,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103986,Bear Umbra,Bear Umbra,Neon Dynasty Commander,80,40,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103902,Silkguard,Silkguard,Neon Dynasty Commander,60,30,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103916,Organic Extinction,Organic Extinction (Extended Art),Neon Dynasty Commander,60,30,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
104032,"Skysovereign, Consul Flagship","Skysovereign, Consul Flagship",Neon Dynasty Commander,50,25,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
104306,Myojin of Roaring Blades,Myojin of Roaring Blades (Foil),Neon Dynasty Commander,50,25,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
103988,Champion of Lambholt,Champion of Lambholt,Neon Dynasty Commander,50,25,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
104015,Rhythm of the Wild,Rhythm of the Wild,Neon Dynasty Commander,50,25,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
104307,Myojin of Towering Might,Myojin of Towering Might (Foil),Neon Dynasty Commander,40,20,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
104000,Rishkar's Expertise,Rishkar's Expertise,Neon Dynasty Commander,40,20,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103929,Ruthless Technomancer,Ruthless Technomancer (Extended Art),Neon Dynasty Commander,40,20,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
104403,Shrine [Token],Shrine [Token],Neon Dynasty Commander,40,20,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103981,Ox of Agonas,Ox of Agonas,Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103908,Ruthless Technomancer,Ruthless Technomancer,Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
104027,Mirage Mirror,Mirage Mirror,Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103886,Imposter Mech,Imposter Mech,Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103887,Kappa Cannoneer,Kappa Cannoneer,Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
104007,Whiptongue Hydra,Whiptongue Hydra,Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103970,"Sai, Master Thopterist","Sai, Master Thopterist",Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103943,Rampant Rejuvenator,Rampant Rejuvenator (Extended Art),Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
104023,Fellwar Stone,Fellwar Stone,Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
104036,Swiftfoot Boots,Swiftfoot Boots,Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103962,Swords to Plowshares,Swords to Plowshares,Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103956,Dispatch,Dispatch,Neon Dynasty Commander,30,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
104051,Spire of Industry,Spire of Industry,Neon Dynasty Commander,25,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103901,Rampant Rejuvenator,Rampant Rejuvenator,Neon Dynasty Commander,25,15,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103948,"Kotori, Pilot Prodigy","Kotori, Pilot Prodigy (Extended Art)",Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
103877,"Shorikai, Genesis Engine","Shorikai, Genesis Engine (Foil)",Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': True, 'extended_art': False, 'showcase': False}"
103937,Ascendant Acolyte,Ascendant Acolyte (Extended Art),Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
103900,One with the Kami,One with the Kami,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103933,Komainu Battle Armor,Komainu Battle Armor (Extended Art),Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
103964,"Emry, Lurker of the Loch","Emry, Lurker of the Loch",Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103881,Organic Extinction,Organic Extinction,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103914,Ironsoul Enforcer,Ironsoul Enforcer (Extended Art),Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
103912,Aerial Surveyor,Aerial Surveyor (Extended Art),Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': True, 'showcase': False}"
103977,Chaos Warp,Chaos Warp,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
104019,Blackblade Reforged,Blackblade Reforged,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
104010,Decimate,Decimate,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103997,Primeval Protector,Primeval Protector,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103903,Tanuki Transplanter,Tanuki Transplanter,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
104034,Sol Ring,Sol Ring,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103987,Beast Within,Beast Within,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103968,Reality Shift,Reality Shift,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103957,Generous Gift,Generous Gift,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
103972,Thoughtcast,Thoughtcast,Neon Dynasty Commander,20,10,-1,0,"{'borderless': False, 'foil': False, 'extended_art': False, 'showcase': False}"
